"title","musicentity","observationValue","startTime","startTimeType","duration","durationType"
"Hotter Than That","http://w3id.org/polifonia/resource/MusicEntity/70f049173980ea838ec8b30cac8d22c6c73f34a2","Bb:7","151.96","http://w3id.org/polifonia/resource/ValueType/Second","1.079999999999984","http://w3id.org/polifonia/resource/ValueType/Second"
"Hotter Than That","http://w3id.org/polifonia/resource/MusicEntity/70f049173980ea838ec8b30cac8d22c6c73f34a2","Eb","153.04","http://w3id.org/polifonia/resource/ValueType/Second","0.27000000000001023","http://w3id.org/polifonia/resource/ValueType/Second"
"Hotter Than That","http://w3id.org/polifonia/resource/MusicEntity/70f049173980ea838ec8b30cac8d22c6c73f34a2","N","153.31","http://w3id.org/polifonia/resource/ValueType/Second","0.27000000000001023","http://w3id.org/polifonia/resource/ValueType/Second"
"Hotter Than That","http://w3id.org/polifonia/resource/MusicEntity/70f049173980ea838ec8b30cac8d22c6c73f34a2","N","153.58","http://w3id.org/polifonia/resource/ValueType/Second","0.2699999999999818","http://w3id.org/polifonia/resource/ValueType/Second"
"Hotter Than That","http://w3id.org/polifonia/resource/MusicEntity/70f049173980ea838ec8b30cac8d22c6c73f34a2","N","153.85","http://w3id.org/polifonia/resource/ValueType/Second","0.27000000000001023","http://w3id.org/polifonia/resource/ValueType/Second"
"Hotter Than That","http://w3id.org/polifonia/resource/MusicEntity/70f049173980ea838ec8b30cac8d22c6c73f34a2","N","154.12","http://w3id.org/polifonia/resource/ValueType/Second","1.1099999999999852","http://w3id.org/polifonia/resource/ValueType/Second"
"Hotter Than That","http://w3id.org/polifonia/resource/MusicEntity/70f049173980ea838ec8b30cac8d22c6c73f34a2","Eb","155.23","http://w3id.org/polifonia/resource/ValueType/Second","1.1200000000000045","http://w3id.org/polifonia/resource/ValueType/Second"
"Hotter Than That","http://w3id.org/polifonia/resource/MusicEntity/70f049173980ea838ec8b30cac8d22c6c73f34a2","Eb","156.35","http://w3id.org/polifonia/resource/ValueType/Second","1.1100000000000136","http://w3id.org/polifonia/resource/ValueType/Second"
"Hotter Than That","http://w3id.org/polifonia/resource/MusicEntity/70f049173980ea838ec8b30cac8d22c6c73f34a2","Eb","157.46","http://w3id.org/polifonia/resource/ValueType/Second","1.079999999999984","http://w3id.org/polifonia/resource/ValueType/Second"
"Hotter Than That","http://w3id.org/polifonia/resource/MusicEntity/70f049173980ea838ec8b30cac8d22c6c73f34a2","Eb","158.54","http://w3id.org/polifonia/resource/ValueType/Second","1.0800000000000125","http://w3id.org/polifonia/resource/ValueType/Second"
